100.003,2,1
100.003,3,1
100.003,3,1
100.003,3,1
100.003,3,1
100.003,3,1
100.003,3,1
100.003,2,1
100.003,2,1
100.003,3,1
100.003,2,1
100.003,3,1
100.003,3,1
100.003,4,1
100.003,2,1
100.003,2,1
100.003,4,1
100.003,4,1
100.003,3,1
100.002,2,1
100.002,2,1
100.002,3,1
100.002,3,1
100.002,2,1
100.002,3,1
100.002,3,1
100.002,2,1
100.002,2,1
100.002,3,1
100.002,3,1
100.002,2,1
100.002,3,1
100.002,4,1
100.002,2,1
100.002,3,1
100.002,2,1
100.002,4,1
100.002,2,1
100.002,2,1
100.002,2,1
100.002,8,1
100.002,3,1
100.002,3,1
100.002,4,1
100.002,4,1
100.002,2,1
100.002,3,1
100.002,2,1
100.002,2,1
100.002,3,1
100.002,3,1
100.002,2,1
100.002,2,1
100.002,3,1
100.002,2,1
100.002,3,1
100.002,2,1
100.002,4,1
100.002,2,1
100.002,3,1
100.002,3,1
100.002,2,1
100.002,3,1
100.002,4,1
100.001,3,1
100.001,2,1
100.001,3,1
100.001,2,1
100.001,2,1
100.001,4,1
100.001,3,1
100.001,3,1
100.001,3,1
100.001,3,1
100.001,2,1
100.001,3,1
100.001,2,1
100.001,3,1
100.001,2,1
100.001,6,1
100.001,2,1
100.001,4,1
100.001,3,1
100.001,4,1
100.001,4,1
100.001,2,1
100.001,2,1
100.001,4,1
100.001,3,1
100.001,2,1
100.001,4,1
100.001,2,1
100.001,3,1
100.001,2,1
100.001,2,1
100.001,3,1
100.001,4,1
100.001,2,1
100.001,2,1
100.001,2,1
100.001,2,1
100.001,3,1
100.001,2,1
100.001,3,1
100.001,3,1
100.001,4,1
100.001,2,1
100.001,2,1
100.001,4,1
100.001,3,1
100.001,2,1
100.001,3,1
100.001,2,1
100.001,3,1
100.001,4,1
100.001,3,1
100.001,3,1
100.001,4,1
100.001,2,1
100.001,3,1
100.001,3,1
100.001,2,1
100.001,3,1
100.001,1,1
100.001,2,1
100.001,2,1
100.001,3,1
100.001,4,1
100.001,4,1
100.001,2,1
100.001,2,1
100.001,3,1
100.001,4,1
100.001,4,1
100.001,3,1
100.001,3,1
100.001,3,1
100.001,4,1
100.001,2,1
100.001,3,1
100.001,2,1
100.001,2,1
100.001,2,1
100.001,2,1
100.,2,1
100.,3,1
100.,5,1
100.,4,1
100.,3,1
100.,4,1
100.,3,1
100.,2,1
100.,3,1
100.,2,1
100.,5,1
100.,2,1
100.,4,1
100.,2,1
100.,3,1
100.,3,1
100.,2,1
100.,3,1
100.,3,1
100.,2,1
100.,2,1
100.,2,1
100.,2,1
100.,2,1
100.,3,1
100.,2,1
100.,2,1
100.,3,1
100.,3,1
100.,2,1
100.,4,1
100.,2,1
100.,2,1
100.,2,1
100.,2,1
100.,3,1
100.,4,1
100.,2,1
100.,3,1
100.,3,1
100.,3,1
100.,3,1
100.,4,1
100.,2,1
100.,2,1
100.,3,1
100.,2,1
100.,3,1
100.,4,1
100.,2,1
100.,4,1
100.,3,1
100.,2,1
100.,3,1
100.,3,1
100.,2,1
100.,2,1
100.,3,1
100.,3,1
100.,2,1
100.,2,1
100.,3,1
100.,2,1
100.,2,1
100.,4,1
100.,4,1
100.,3,1
100.,2,1
100.,6,1
100.,6,1
100.,2,1
100.,2,1
100.,4,1
100.,2,1
100.,4,1
100.,3,1
100.,3,1
100.,4,1
100.,3,1
100.,5,1
100.,3,1
100.,2,1
100.,2,1
100.,2,1
100.,4,1
100.,4,1
100.,4,1
100.,2,1
100.,3,1
100.,1,1
100.,3,1
100.,4,1
100.,2,1
100.,3,1
100.,1,1
100.,2,1
100.,4,1
100.,2,1
100.,1,1
100.,3,1
100.,1,1
100.,3,1
100.,2,1
100.,3,1
100.,5,1
100.,1,1
100.,4,1
100.,3,1
100.,3,1
100.,1,1
100.,2,1
100.,2,1
100.,3,1
100.,2,1
100.,4,1
100.,4,1
100.,2,1
100.,2,1
100.,4,1
100.,3,1
100.,2,1
100.,3,1
100.,2,1
100.,6,1
100.,3,1
100.,2,1
100.,3,1
100.,4,1
100.,3,1
100.,1,1
100.,3,1
100.,3,1
100.,2,1
100.,2,1
100.,2,1
100.,3,1
100.,4,1
100.,2,1
100.,3,1
100.,3,1
100.,2,1
100.,2,1
100.,3,1
100.,3,1
100.,3,1
100.,3,1
100.,3,1
100.,3,1
100.,3,1
100.,2,1
100.,3,1
100.,3,1
100.,3,1
100.,4,1
100.,2,1
100.,2,1
100.,3,1
100.,4,1
100.,3,1
100.,1,1
100.,3,1
100.,6,1
100.,2,1
100.,2,1
100.,2,1
100.,2,1
100.,3,1
100.,3,1
100.,3,1
100.,2,1
100.,2,1
100.,2,1
100.,2,1
100.,4,1
100.,8,1
100.,5,1
100.,3,1
100.,2,1
100.,3,1
100.,2,1
100.,3,1
100.,2,1
100.,2,1
100.,2,1
100.,4,1
99.999,3,0
99.999,5,0
99.999,4,0
99.999,5,0
99.999,4,0
99.999,6,0
99.999,2,0
99.999,2,0
99.999,2,0
99.999,4,0
99.999,2,0
99.999,5,0
99.999,3,0
99.999,6,0
99.999,2,0
99.999,2,0
99.999,2,0
99.999,3,0
99.999,2,0
99.999,2,0
99.999,3,0
99.999,4,0
99.999,2,0
99.999,4,0
99.999,2,0
99.999,3,0
99.999,2,0
99.999,3,0
99.999,2,0
99.999,3,0
99.999,2,0
99.999,4,0
99.999,2,0
99.999,4,0
99.999,3,0
99.999,2,0
99.999,2,0
99.999,3,0
99.999,2,0
99.999,2,0
99.999,3,0
99.999,3,0
99.999,3,0
99.999,2,0
99.999,2,0
99.999,2,0
99.999,3,0
99.999,2,0
99.999,2,0
99.999,3,0
99.999,4,0
99.999,2,0
99.999,3,0
99.999,3,0
99.999,3,0
99.999,3,0
99.999,3,0
99.999,3,0
99.999,2,0
99.999,6,0
99.999,3,0
99.999,3,0
99.999,3,0
99.999,2,0
99.999,4,0
99.999,3,0
99.999,3,0
99.999,3,0
99.999,4,0
99.999,3,0
99.999,3,0
99.999,2,0
99.999,3,0
99.999,2,0
99.999,2,0
99.999,3,0
99.999,4,0
99.999,2,0
99.999,3,0
99.999,3,0
99.999,2,0
99.999,3,0
99.999,2,0
99.999,2,0
99.999,2,0
99.999,2,0
99.999,3,0
99.999,2,0
99.999,4,0
99.999,3,0
99.999,3,0
99.999,2,0
99.999,4,0
99.999,3,0
99.999,2,0
99.999,3,0
99.999,3,0
99.999,2,0
99.999,4,0
99.999,3,0
99.999,2,0
99.999,3,0
99.999,2,0
99.999,1,0
99.999,5,0
99.999,4,0
99.999,3,0
99.999,3,0
99.999,2,0
99.999,3,0
99.999,3,0
99.999,3,0
99.999,4,0
99.999,4,0
99.999,4,0
99.999,2,0
99.999,3,0
99.999,3,0
99.999,3,0
99.999,3,0
99.999,4,0
99.999,2,0
99.999,2,0
99.999,3,0
99.999,4,0
99.999,2,0
99.999,2,0
99.999,2,0
99.999,2,0
99.999,3,0
99.999,2,0
99.999,3,0
99.999,3,0
99.999,2,0
99.999,3,0
99.999,2,0
99.999,3,0
99.999,2,0
99.999,2,0
99.999,3,0
99.999,3,0
99.999,5,0
99.999,2,0
99.999,2,0
99.999,4,0
99.999,4,0
99.999,4,0
99.999,4,0
99.999,2,0
99.999,3,0
99.999,3,0
99.999,2,0
99.999,5,0
99.999,3,0
99.999,1,0
99.999,4,0
99.999,2,0
99.999,2,0
99.999,3,0
99.999,2,0
99.999,3,0
99.999,3,0
99.999,4,0
99.999,3,0
99.999,2,0
99.999,3,0
99.999,3,0
99.999,3,0
99.999,3,0
99.999,2,0
99.999,1,0
99.999,3,0
99.999,3,0
99.999,3,0
99.999,3,0
99.999,4,0
99.999,2,0
99.999,1,0
99.999,2,0
99.999,2,0
99.999,3,0
99.999,3,0
99.999,3,0
99.999,2,0
99.999,3,0
99.999,2,0
99.999,2,0
99.998,3,0
99.998,4,0
99.998,3,0
99.998,3,0
99.998,3,0
99.998,2,0
99.998,4,0
99.998,5,0
99.998,2,0
99.998,2,0
99.998,4,0
99.998,3,0
99.998,2,0
99.998,3,0
99.998,3,0
99.998,2,0
99.998,3,0
99.998,2,0
99.998,3,0
99.998,3,0
99.998,3,0
99.998,2,0
99.998,2,0
99.998,2,0
99.998,2,0
99.998,2,0
99.998,4,0
99.998,4,0
99.998,4,0
99.998,3,0
99.998,2,0
99.998,3,0
99.998,4,0
99.998,3,0
99.998,3,0
99.998,3,0
99.998,5,0
99.998,2,0
99.998,2,0
99.998,5,0
99.998,2,0
99.998,3,0
99.998,4,0
99.998,2,0
99.998,2,0
99.998,2,0
99.998,3,0
99.998,4,0
99.998,2,0
99.998,2,0
99.998,2,0
99.998,2,0
99.998,3,0
99.998,3,0
99.998,4,0
99.998,4,0
99.998,3,0
99.998,3,0
99.998,3,0
99.998,3,0
99.998,3,0
99.998,3,0
99.998,2,0
99.998,3,0
99.998,3,0
99.998,2,0
99.998,5,0
99.998,2,0
99.998,3,0
99.998,3,0
99.998,2,0
99.998,3,0
99.998,3,0
99.998,4,0
99.998,3,0
99.998,3,0
99.998,3,0
99.998,3,0
99.998,3,0
99.998,3,0
99.998,4,0
99.997,4,0
99.997,2,0
99.997,2,0
99.997,2,0
99.997,1,0
99.997,3,0
99.997,3,0
99.997,3,0
99.997,2,0
99.997,3,0
99.997,3,0
99.997,3,0
99.997,2,0
99.997,2,0
99.997,3,0
99.997,3,0
99.997,3,0
99.997,4,0
99.997,2,0
99.997,2,0
99.997,2,0
99.997,2,0
99.997,3,0
99.997,2,0
99.997,3,0
99.997,1,0
99.997,3,0
99.997,2,0
99.997,5,0
99.997,3,0
99.997,2,0
99.997,2,0
99.997,3,0
99.997,2,0
99.997,2,0
99.997,3,0
99.997,3,0
99.997,2,0
99.997,2,0
99.997,2,0
99.997,3,0
99.997,2,0
99.997,4,0
99.997,2,0
99.997,2,0
99.997,3,0
99.997,3,0
99.997,4,0
99.997,2,0
99.997,2,0
99.997,2,0
99.997,4,0
99.997,3,0
99.997,5,0
99.997,4,0
99.997,3,0
99.997,4,0
99.996,3,0
99.996,3,0
99.996,3,0
99.996,2,0
99.996,4,0
99.996,1,0
99.996,3,0
99.996,2,0
99.996,2,0
99.996,2,0
99.996,3,0
99.996,2,0
99.996,3,0
99.996,3,0
99.996,4,0
99.996,3,0
99.996,2,0
99.996,3,0
99.996,4,0
99.996,3,0
99.996,2,0
99.996,2,0
99.996,2,0
99.996,5,0
99.996,4,0
99.996,2,0
99.996,2,0
99.996,3,0
99.996,2,0
99.996,3,0
99.996,2,0
99.996,4,0
99.996,2,0
99.996,3,0
99.996,2,0
99.996,3,0
99.996,4,0
99.996,2,0
99.996,1,0
99.996,4,0
99.996,3,0
99.996,2,0
99.996,2,0
99.996,3,0
99.996,1,0
99.996,3,0
99.996,3,0
99.996,3,0
99.995,2,0
99.995,2,0
99.995,4,0
99.995,3,0
99.995,2,0
99.995,4,0
99.995,2,0
99.995,4,0
99.995,3,0
99.995,2,0
99.995,4,0
99.995,3,0
99.995,2,0
99.995,2,0
99.995,3,0
99.995,2,0
99.995,3,0
99.995,3,0
99.995,2,0
99.995,2,0
99.995,2,0
99.995,4,0
99.995,4,0
99.995,5,0
99.995,2,0
99.995,2,0
99.994,3,0
99.994,3,0
99.994,4,0
99.994,2,0
99.994,4,0
99.994,4,0
99.994,3,0
99.994,3,0
99.994,2,0
99.994,3,0
99.994,2,0
99.994,3,0
99.994,5,0
99.994,2,0
99.994,2,0
99.994,2,0
99.994,2,0
99.994,1,0
99.994,2,0
99.994,3,0
99.994,3,0
99.994,3,0
99.993,5,0
99.993,3,0
99.993,2,0
99.993,4,0
99.993,2,0
99.993,2,0
99.993,6,0
99.993,5,0
99.993,3,0
99.993,2,0
99.993,2,0
99.993,4,0
99.993,2,0
99.993,3,0
99.993,3,0
99.993,3,0
99.993,3,0
99.993,4,0
99.993,2,0
99.993,3,0
99.993,3,0
99.993,3,0
99.993,3,0
99.993,2,0
99.992,3,0
99.992,3,0
99.992,2,0
99.992,3,0
99.992,3,0
99.992,2,0
99.992,3,0
99.992,4,0
99.992,2,0
99.992,2,0
99.992,3,0
99.992,4,0
99.992,2,0
99.992,3,0
99.992,2,0
99.992,3,0
99.992,2,0
99.991,2,0
99.991,3,0
99.991,3,0
99.991,3,0
99.991,2,0
99.991,3,0
99.991,4,0
99.991,3,0
99.991,2,0
99.991,4,0
99.991,3,0
99.991,3,0
99.991,2,0
99.991,2,0
99.991,5,0
99.991,3,0
99.991,4,0
99.991,4,0
99.991,2,0
99.991,5,0
99.991,3,0
99.991,2,0
99.99000000000001,3,0
99.99000000000001,3,0
99.99000000000001,2,0
99.99000000000001,4,0
99.99000000000001,3,0
99.99000000000001,2,0
99.99000000000001,6,0
99.99000000000001,3,0
99.99000000000001,1,0
99.99000000000001,2,0
99.99000000000001,3,0
99.99000000000001,3,0
99.99000000000001,2,0
99.99000000000001,2,0
99.99000000000001,3,0
99.989,5,0
99.989,4,0
99.989,2,0
99.989,2,0
99.989,1,0
99.989,2,0
99.989,2,0
99.989,2,0
99.989,2,0
99.989,2,0
99.989,2,0
